time,routeName,bus ID,LastStopName,stopCode,IsBusAtStop,IsTimePoint,latestEventTime,number of passengers remaining,percent of capacity
2020-09-13 14:00:53.786900,TOM,6324,Shawnee on University City Wbnd,1311,N,N,2020-09-13T14:00:49-04:00,0,0%
2020-09-13 14:01:13.892140,TOM,6324,Shawnee on University City Sbnd,1312,N,N,2020-09-13T14:01:00-04:00,0,0%
2020-09-13 14:01:33.997404,TOM,6324,Shawnee on University City Sbnd,1312,N,N,2020-09-13T14:01:19-04:00,0,0%
2020-09-13 14:01:54.100634,TOM,6324,University City/Broce Sbnd,1313,N,N,2020-09-13T14:01:45-04:00,0,0%
2020-09-13 14:02:14.218372,TOM,6324,University City/Broce Sbnd,1313,N,N,2020-09-13T14:02:01-04:00,0,0%
2020-09-13 14:02:34.360253,TOM,6324,University City/Glade Sbnd,1314,N,N,2020-09-13T14:02:26-04:00,0,0%
2020-09-13 14:02:54.475888,TOM,6324,University City/Glade Sbnd,1314,N,N,2020-09-13T14:02:47-04:00,0,0%
2020-09-13 14:03:14.608607,TOM,6324,University Mall Sbnd,1315,N,N,2020-09-13T14:03:09-04:00,0,0%
2020-09-13 14:03:34.721617,TOM,6324,University Mall Sbnd,1315,N,N,2020-09-13T14:03:18-04:00,0,0%
2020-09-13 14:03:54.841772,TOM,6324,University Mall Sbnd,1315,N,N,2020-09-13T14:03:38-04:00,0,0%
2020-09-13 14:04:14.956053,TOM,6324,University Mall Sbnd,1315,N,N,2020-09-13T14:04:03-04:00,0,0%
2020-09-13 14:04:35.074547,TOM,6324,University Mall Sbnd,1315,N,N,2020-09-13T14:04:33-04:00,0,0%
2020-09-13 14:04:55.202426,TOM,6324,University Mall Sbnd,1315,N,N,2020-09-13T14:04:44-04:00,0,0%
2020-09-13 14:05:15.322065,TOM,6324,University Mall Sbnd,1315,N,N,2020-09-13T14:05:03-04:00,0,0%
2020-09-13 14:05:35.453401,TOM,6324,University Mall Sbnd,1315,N,N,2020-09-13T14:05:23-04:00,0,0%
2020-09-13 14:05:55.578056,TOM,6324,University Mall Sbnd,1315,N,N,2020-09-13T14:05:50-04:00,0,0%
2020-09-13 14:06:15.691640,TOM,6324,University Mall Sbnd,1315,N,N,2020-09-13T14:05:59-04:00,0,0%
2020-09-13 14:06:35.826920,TOM,6324,University Mall Sbnd,1315,N,N,2020-09-13T14:06:32-04:00,0,0%
2020-09-13 14:06:55.950083,TOM,6324,Wright House,1115,N,N,2020-09-13T14:06:49-04:00,0,0%
2020-09-13 14:07:16.105502,TOM,6324,Wright House,1115,N,N,2020-09-13T14:07:07-04:00,0,0%
2020-09-13 14:07:36.217531,TOM,6324,Wright House,1115,N,N,2020-09-13T14:07:17-04:00,0,0%
2020-09-13 14:07:56.365962,TOM,6324,Wright House,1115,N,N,2020-09-13T14:07:47-04:00,0,0%
2020-09-13 14:08:16.486107,TOM,6324,Litton Reaves Hall,1116,N,N,2020-09-13T14:07:57-04:00,0,0%
2020-09-13 14:08:36.618424,TOM,6324,Litton Reaves Hall,1116,N,N,2020-09-13T14:08:27-04:00,0,0%
2020-09-13 14:08:56.740711,TOM,6324,Litton Reaves Hall,1116,N,N,2020-09-13T14:08:55-04:00,0,0%
2020-09-13 14:09:16.868808,TOM,6324,McComas Hall,1123,N,N,2020-09-13T14:09:10-04:00,0,0%
2020-09-13 14:09:36.988794,TOM,6324,McComas Hall,1123,N,N,2020-09-13T14:09:32-04:00,0,0%
2020-09-13 14:09:57.121761,TOM,6324,McComas Hall,1123,N,N,2020-09-13T14:09:50-04:00,0,0%
2020-09-13 14:10:17.241264,TOM,6324,McComas Hall,1123,N,N,2020-09-13T14:09:58-04:00,0,0%
2020-09-13 14:10:37.381416,TOM,6324,Cassell Coliseum,1124,N,N,2020-09-13T14:10:34-04:00,0,0%
2020-09-13 14:10:57.501768,TOM,6324,Cassell Coliseum,1124,N,N,2020-09-13T14:10:53-04:00,0,0%
2020-09-13 14:11:17.610526,TOM,6324,Tennis Courts,1125,N,N,2020-09-13T14:11:14-04:00,0,0%
2020-09-13 14:11:37.727298,TOM,6324,Tennis Courts,1125,N,N,2020-09-13T14:11:28-04:00,0,0%
2020-09-13 14:11:57.831449,TOM,6324,Tennis Courts,1125,N,N,2020-09-13T14:11:41-04:00,0,0%
2020-09-13 14:12:17.968189,TOM,6324,Tennis Courts,1125,N,N,2020-09-13T14:12:06-04:00,0,0%
2020-09-13 14:12:38.136133,TOM,6324,Tennis Courts,1125,N,N,2020-09-13T14:12:36-04:00,0,0%
2020-09-13 14:12:58.262005,TOM,6324,Tennis Courts,1125,N,N,2020-09-13T14:12:41-04:00,0,0%
2020-09-13 14:13:18.351871,TOM,6324,Tennis Courts,1125,N,N,2020-09-13T14:13:01-04:00,0,0%
2020-09-13 14:13:38.461678,TOM,6324,Tennis Courts,1125,N,N,2020-09-13T14:13:31-04:00,0,0%
2020-09-13 14:13:58.584253,TOM,6324,Tennis Courts,1125,N,N,2020-09-13T14:13:38-04:00,0,0%
2020-09-13 14:14:18.703222,TOM,6324,Torgersen Hall,1114,N,Y,2020-09-13T14:14:16-04:00,0,0%
2020-09-13 14:14:38.820873,TOM,6324,Torgersen Hall,1114,N,Y,2020-09-13T14:14:28-04:00,0,0%
2020-09-13 14:14:58.935560,TOM,6324,Torgersen Hall,1114,N,Y,2020-09-13T14:14:52-04:00,0,0%
2020-09-13 14:15:19.047122,TOM,6324,Torgersen Hall,1114,N,Y,2020-09-13T14:15:03-04:00,0,0%
2020-09-13 14:15:39.178470,TOM,6324,Torgersen Hall,1114,N,Y,2020-09-13T14:15:28-04:00,0,0%
2020-09-13 14:15:59.280629,TOM,6324,Torgersen Hall,1114,N,Y,2020-09-13T14:15:58-04:00,0,0%
2020-09-13 14:16:19.403802,TOM,6324,Old Security Bldg,1104,N,N,2020-09-13T14:15:59-04:00,0,0%
2020-09-13 14:16:39.524996,TOM,6324,Stanger/Perry Nbnd,1105,N,N,2020-09-13T14:16:27-04:00,0,0%
2020-09-13 14:16:59.648845,TOM,6324,Stanger/Perry Nbnd,1105,N,N,2020-09-13T14:16:42-04:00,0,0%
2020-09-13 14:17:19.742225,TOM,6324,Toms Creek/Winston Nbnd,1300,N,N,2020-09-13T14:17:17-04:00,0,0%
2020-09-13 14:17:39.884300,TOM,6324,Gilbert Linkous Nbnd,1301,N,N,2020-09-13T14:17:34-04:00,0,0%
2020-09-13 14:17:59.992904,TOM,6324,Toms Creek/Watson Nbnd,1302,N,N,2020-09-13T14:17:50-04:00,0,0%
2020-09-13 14:18:20.113225,TOM,6324,Toms Creek/McBryde Nbnd,1303,N,N,2020-09-13T14:18:14-04:00,0,0%
2020-09-13 14:18:40.237635,TOM,6324,Broce/Toms Creek Ebnd,1304,N,N,2020-09-13T14:18:37-04:00,0,0%
2020-09-13 14:19:00.368652,TOM,6324,Broce/Toms Creek Ebnd,1304,N,N,2020-09-13T14:18:39-04:00,0,0%
2020-09-13 14:19:20.493367,TOM,6324,Broce/Toms Creek Ebnd,1304,N,N,2020-09-13T14:19:17-04:00,0,0%
2020-09-13 14:19:40.610815,TOM,6324,Broce/Toms Creek Ebnd,1304,N,N,2020-09-13T14:19:30-04:00,0,0%
2020-09-13 14:20:00.729376,TOM,6324,Progress/Broce Nbnd,1305,N,N,2020-09-13T14:19:53-04:00,0,0%
2020-09-13 14:20:20.852103,TOM,6324,Progress/Broce Nbnd,1305,N,N,2020-09-13T14:20:14-04:00,0,0%
2020-09-13 14:20:41.000829,TOM,6324,Progress/University Terr Nbnd,1306,N,N,2020-09-13T14:20:34-04:00,0,0%
2020-09-13 14:21:01.115671,TOM,6324,Progress/University Terr Nbnd,1306,N,N,2020-09-13T14:20:46-04:00,0,0%
2020-09-13 14:21:21.226495,TOM,6324,Progress/Patrick Henry Nbnd,1307,N,N,2020-09-13T14:21:17-04:00,0,0%
2020-09-13 14:21:41.352846,TOM,6324,Progress/Patrick Henry Nbnd,1307,N,N,2020-09-13T14:21:37-04:00,0,0%
2020-09-13 14:22:01.488844,TOM,6324,Progress/Patrick Henry Nbnd,1307,N,N,2020-09-13T14:21:58-04:00,0,0%
2020-09-13 14:22:21.613858,TOM,6324,Progress/Patrick Henry Nbnd,1307,N,N,2020-09-13T14:22:16-04:00,0,0%
2020-09-13 14:22:41.750840,TOM,6324,Progress/Patrick Henry Nbnd,1307,N,N,2020-09-13T14:22:16-04:00,0,0%
2020-09-13 14:23:01.868180,TOM,6324,Progress/Patrick Henry Nbnd,1307,N,N,2020-09-13T14:22:46-04:00,0,0%
2020-09-13 14:23:22.004934,TOM,6324,Progress/Patrick Henry Nbnd,1307,N,N,2020-09-13T14:23:16-04:00,0,0%
2020-09-13 14:23:42.100058,TOM,6324,Progress/Patrick Henry Nbnd,1307,N,N,2020-09-13T14:23:38-04:00,0,0%
2020-09-13 14:24:02.198151,TOM,6324,The Village on Patrick Henry Wbnd,1308,N,N,2020-09-13T14:23:50-04:00,0,0%
2020-09-13 14:24:22.330391,TOM,6324,The Village on Patrick Henry Wbnd,1308,N,N,2020-09-13T14:24:13-04:00,0,0%
2020-09-13 14:24:42.444707,TOM,6324,The Village on Patrick Henry Wbnd,1308,N,N,2020-09-13T14:24:32-04:00,0,0%
2020-09-13 14:25:02.599787,TOM,6324,Patrick Henry/Toms Creek Wbnd,1309,N,N,2020-09-13T14:24:50-04:00,0,0%
2020-09-13 14:25:22.733564,TOM,6324,Patrick Henry/Toms Creek Wbnd,1309,N,N,2020-09-13T14:25:02-04:00,0,0%
2020-09-13 14:25:42.838549,TOM,6324,Patrick Henry/Toms Creek Wbnd,1309,N,N,2020-09-13T14:25:32-04:00,0,0%
2020-09-13 14:26:02.978996,TOM,6324,Patrick Henry/Toms Creek Wbnd,1309,N,N,2020-09-13T14:25:50-04:00,0,0%
2020-09-13 14:26:23.118617,TOM,6324,Patrick Henry/Toms Creek Wbnd,1309,N,N,2020-09-13T14:26:17-04:00,0,0%
2020-09-13 14:26:43.233713,TOM,6324,Patrick Henry/Toms Creek Wbnd,1309,N,N,2020-09-13T14:26:31-04:00,0,0%
2020-09-13 14:27:03.335532,TOM,6324,University City/Toms Creek Wbnd,1310,N,Y,2020-09-13T14:26:59-04:00,0,0%
2020-09-13 14:27:23.453108,TOM,6324,University City/Toms Creek Wbnd,1310,N,Y,2020-09-13T14:27:15-04:00,0,0%
2020-09-13 14:27:43.593072,TOM,6324,Shawnee on University City Wbnd,1311,N,N,2020-09-13T14:27:36-04:00,0,0%
2020-09-13 14:28:03.714378,TOM,6324,Shawnee on University City Wbnd,1311,N,N,2020-09-13T14:27:59-04:00,0,0%
2020-09-13 14:28:23.835044,TOM,6324,Shawnee on University City Sbnd,1312,N,N,2020-09-13T14:28:20-04:00,0,0%
2020-09-13 14:28:43.950707,TOM,6324,Shawnee on University City Sbnd,1312,N,N,2020-09-13T14:28:38-04:00,0,0%
2020-09-13 14:29:04.065046,TOM,6324,University City/Broce Sbnd,1313,N,N,2020-09-13T14:28:56-04:00,0,0%
2020-09-13 14:29:24.173812,TOM,6324,University City/Broce Sbnd,1313,N,N,2020-09-13T14:29:11-04:00,0,0%
2020-09-13 14:29:44.297291,TOM,6324,University City/Broce Sbnd,1313,N,N,2020-09-13T14:29:37-04:00,0,0%
2020-09-13 14:30:04.424039,TOM,6324,University City/Glade Sbnd,1314,N,N,2020-09-13T14:29:48-04:00,0,0%
2020-09-13 14:30:24.554797,TOM,6324,University City/Glade Sbnd,1314,N,N,2020-09-13T14:30:18-04:00,0,0%
2020-09-13 14:30:44.696031,TOM,6324,University Mall Sbnd,1315,N,N,2020-09-13T14:30:38-04:00,0,0%
2020-09-13 14:31:04.822202,TOM,6324,University Mall Sbnd,1315,N,N,2020-09-13T14:30:57-04:00,0,0%
2020-09-13 14:31:24.939978,TOM,6324,University Mall Sbnd,1315,N,N,2020-09-13T14:31:19-04:00,0,0%
2020-09-13 14:31:45.066881,TOM,6324,University Mall Sbnd,1315,N,N,2020-09-13T14:31:24-04:00,0,0%
2020-09-13 14:32:05.184261,TOM,6324,University Mall Sbnd,1315,N,N,2020-09-13T14:32:01-04:00,0,0%
2020-09-13 14:32:25.295340,TOM,6324,University Mall Sbnd,1315,N,N,2020-09-13T14:32:19-04:00,0,0%
2020-09-13 14:32:45.393809,TOM,6324,University Mall Sbnd,1315,N,N,2020-09-13T14:32:30-04:00,0,0%
2020-09-13 14:33:05.514181,TOM,6324,University Mall Sbnd,1315,N,N,2020-09-13T14:32:49-04:00,0,0%
2020-09-13 14:33:25.635228,TOM,6324,University Mall Sbnd,1315,N,N,2020-09-13T14:33:18-04:00,0,0%
2020-09-13 14:33:45.747088,TOM,6324,University Mall Sbnd,1315,N,N,2020-09-13T14:33:37-04:00,0,0%
2020-09-13 14:34:05.853133,TOM,6324,University Mall Sbnd,1315,N,N,2020-09-13T14:33:48-04:00,0,0%
2020-09-13 14:34:25.976487,TOM,6324,University Mall Sbnd,1315,N,N,2020-09-13T14:34:14-04:00,0,0%
2020-09-13 14:34:46.075638,TOM,6324,Wright House,1115,N,N,2020-09-13T14:34:37-04:00,0,0%
2020-09-13 14:35:06.202181,TOM,6324,Wright House,1115,N,N,2020-09-13T14:35:01-04:00,0,0%
2020-09-13 14:35:26.310018,TOM,6324,Wright House,1115,N,N,2020-09-13T14:35:23-04:00,0,0%
2020-09-13 14:35:46.437673,TOM,6324,Wright House,1115,N,N,2020-09-13T14:35:43-04:00,0,0%
2020-09-13 14:36:06.563187,TOM,6324,Litton Reaves Hall,1116,N,N,2020-09-13T14:36:04-04:00,0,0%
2020-09-13 14:36:26.690590,TOM,6324,Litton Reaves Hall,1116,N,N,2020-09-13T14:36:21-04:00,0,0%
2020-09-13 14:36:46.872565,TOM,6324,McComas Hall,1123,N,N,2020-09-13T14:36:43-04:00,0,0%
2020-09-13 14:37:06.990866,TOM,6324,McComas Hall,1123,N,N,2020-09-13T14:37:01-04:00,0,0%
2020-09-13 14:37:27.114435,TOM,6324,McComas Hall,1123,N,N,2020-09-13T14:37:21-04:00,0,0%
2020-09-13 14:37:47.243555,TOM,6324,McComas Hall,1123,N,N,2020-09-13T14:37:37-04:00,0,0%
2020-09-13 14:38:07.363225,TOM,6324,Cassell Coliseum,1124,N,N,2020-09-13T14:38:03-04:00,0,0%
2020-09-13 14:38:27.469790,TOM,6324,Cassell Coliseum,1124,N,N,2020-09-13T14:38:17-04:00,0,0%
2020-09-13 14:38:47.601967,TOM,6324,Tennis Courts,1125,N,N,2020-09-13T14:38:44-04:00,0,0%
2020-09-13 14:39:07.702157,TOM,6324,Tennis Courts,1125,N,N,2020-09-13T14:39:05-04:00,0,0%
2020-09-13 14:39:27.794766,TOM,6324,Tennis Courts,1125,N,N,2020-09-13T14:39:19-04:00,0,0%
2020-09-13 14:39:47.893874,TOM,6324,Tennis Courts,1125,N,N,2020-09-13T14:39:41-04:00,0,0%
2020-09-13 14:40:08.052921,TOM,6324,Tennis Courts,1125,N,N,2020-09-13T14:39:59-04:00,0,0%
2020-09-13 14:40:28.181341,TOM,6324,Tennis Courts,1125,N,N,2020-09-13T14:40:15-04:00,0,0%
2020-09-13 14:40:48.297810,TOM,6324,Tennis Courts,1125,N,N,2020-09-13T14:40:40-04:00,0,0%
2020-09-13 14:41:08.416133,TOM,6324,Tennis Courts,1125,N,N,2020-09-13T14:40:57-04:00,0,0%
2020-09-13 14:41:28.545150,TOM,6324,Torgersen Hall,1114,N,Y,2020-09-13T14:41:26-04:00,0,0%
2020-09-13 14:41:48.659229,TOM,6324,Torgersen Hall,1114,N,Y,2020-09-13T14:41:34-04:00,0,0%
2020-09-13 14:42:08.797597,TOM,6324,Torgersen Hall,1114,N,Y,2020-09-13T14:41:50-04:00,0,0%
2020-09-13 14:42:28.921078,TOM,6324,Torgersen Hall,1114,N,Y,2020-09-13T14:42:20-04:00,0,0%
2020-09-13 14:42:49.048180,TOM,6324,Torgersen Hall,1114,N,Y,2020-09-13T14:42:32-04:00,0,0%
2020-09-13 14:43:09.156519,TOM,6324,Torgersen Hall,1114,N,Y,2020-09-13T14:42:50-04:00,0,0%
2020-09-13 14:43:29.277545,TOM,6324,Torgersen Hall,1114,N,Y,2020-09-13T14:43:20-04:00,0,0%
2020-09-13 14:43:49.395153,TOM,6324,Torgersen Hall,1114,N,Y,2020-09-13T14:43:32-04:00,0,0%
2020-09-13 14:44:09.530712,TOM,6324,Torgersen Hall,1114,N,Y,2020-09-13T14:43:50-04:00,0,0%
2020-09-13 14:44:29.648226,TOM,6324,Torgersen Hall,1114,N,Y,2020-09-13T14:44:20-04:00,0,0%
2020-09-13 14:44:49.800223,TOM,6324,Torgersen Hall,1114,N,Y,2020-09-13T14:44:34-04:00,0,0%
2020-09-13 14:45:09.999404,TOM,6324,Torgersen Hall,1114,N,Y,2020-09-13T14:45:07-04:00,0,0%
2020-09-13 14:45:30.128736,TOM,6324,Torgersen Hall,1114,N,Y,2020-09-13T14:45:18-04:00,0,0%
2020-09-13 14:45:50.270203,TOM,6324,Old Security Bldg,1104,N,N,2020-09-13T14:45:46-04:00,0,0%
2020-09-13 14:46:10.415651,TOM,6324,Old Security Bldg,1104,N,N,2020-09-13T14:46:04-04:00,0,0%
2020-09-13 14:46:30.545956,TOM,6324,Stanger/Perry Nbnd,1105,N,N,2020-09-13T14:46:28-04:00,0,0%
2020-09-13 14:46:50.676293,TOM,6324,Stanger/Perry Nbnd,1105,N,N,2020-09-13T14:46:45-04:00,0,0%
2020-09-13 14:47:10.788822,TOM,6324,Toms Creek/Winston Nbnd,1300,N,N,2020-09-13T14:47:02-04:00,0,0%
2020-09-13 14:47:30.891424,TOM,6324,Toms Creek/Winston Nbnd,1300,N,N,2020-09-13T14:47:22-04:00,0,0%
2020-09-13 14:47:51.022498,TOM,6324,Gilbert Linkous Nbnd,1301,N,N,2020-09-13T14:47:45-04:00,0,0%
2020-09-13 14:48:11.170043,TOM,6324,Toms Creek/Watson Nbnd,1302,N,N,2020-09-13T14:48:02-04:00,0,0%
