time,routeName,bus ID,LastStopName,stopCode,IsBusAtStop,IsTimePoint,latestEventTime,number of passengers remaining,percent of capacity
2020-09-12 22:52:46.764971,HDG,6202,Ascot/Harding Ebnd,1510,N,N,2020-09-12T22:52:43-04:00,6,9%
2020-09-12 22:52:51.913886,HDG,6202,Ascot/Harding Ebnd,1510,N,N,2020-09-12T22:52:43-04:00,6,9%
2020-09-12 22:52:57.011733,HDG,6202,Ascot/Harding Ebnd,1510,N,N,2020-09-12T22:52:43-04:00,6,9%
2020-09-12 22:53:05.174878,HDG,6202,Ascot/Harding Ebnd,1510,N,N,2020-09-12T22:52:55-04:00,6,9%
2020-09-12 22:53:10.299848,HDG,6202,Ascot/Harding Ebnd,1510,N,N,2020-09-12T22:52:55-04:00,6,9%
2020-09-12 22:53:15.391717,HDG,6202,Ascot/Harding Ebnd,1510,N,N,2020-09-12T22:52:55-04:00,6,9%
2020-09-12 22:53:20.496982,HDG,6202,Ascot/Harding Ebnd,1510,N,N,2020-09-12T22:52:55-04:00,6,9%
2020-09-12 22:53:25.590730,HDG,6202,Ascot/Harding Ebnd,1510,N,N,2020-09-12T22:52:55-04:00,6,9%
2020-09-12 22:53:30.710823,HDG,6202,Ascot/Harding Ebnd,1510,N,N,2020-09-12T22:53:25-04:00,6,9%
2020-09-12 22:53:35.815376,HDG,6202,Ascot/Harding Ebnd,1510,N,N,2020-09-12T22:53:25-04:00,6,9%
