time,routeName,bus ID,LastStopName,stopCode,IsBusAtStop,IsTimePoint,latestEventTime,number of passengers remaining,percent of capacity
2020-09-13 14:01:13.942224,HDG,6403,Main St Post Office,1628,N,N,2020-09-13T14:01:05-04:00,6,9%
2020-09-13 14:01:34.033598,HDG,6403,Main St Post Office,1628,N,N,2020-09-13T14:01:22-04:00,6,9%
2020-09-13 14:01:54.155106,HDG,6403,Main St Post Office,1628,N,N,2020-09-13T14:01:49-04:00,6,9%
2020-09-13 14:02:14.262109,HDG,6403,Alumni Mall Wbnd,1112,N,N,2020-09-13T14:02:11-04:00,6,9%
2020-09-13 14:02:34.387588,HDG,6403,Squires Wbnd,1113,N,Y,2020-09-13T14:02:27-04:00,6,9%
2020-09-13 14:02:54.511498,HDG,6403,Squires Wbnd,1113,N,Y,2020-09-13T14:02:31-04:00,6,9%
2020-09-13 14:03:14.628257,HDG,6403,Squires Wbnd,1113,N,Y,2020-09-13T14:02:58-04:00,6,9%
2020-09-13 14:03:34.738991,HDG,6403,Squires Wbnd,1113,N,Y,2020-09-13T14:03:28-04:00,6,9%
2020-09-13 14:03:54.864988,HDG,6403,Squires Wbnd,1113,N,Y,2020-09-13T14:03:34-04:00,6,9%
2020-09-13 14:04:14.981350,HDG,6403,Squires Wbnd,1113,N,Y,2020-09-13T14:03:58-04:00,6,9%
2020-09-13 14:04:35.121917,HDG,6403,Squires Wbnd,1113,N,Y,2020-09-13T14:04:28-04:00,6,9%
2020-09-13 14:04:55.249498,HDG,6403,Squires Wbnd,1113,N,Y,2020-09-13T14:04:36-04:00,6,9%
2020-09-13 14:45:30.140509,HDG,6403,Squires Ebnd,1110,N,Y,2020-09-13T14:45:21-04:00,3,4%
2020-09-13 14:45:50.267457,HDG,6403,Squires Ebnd,1110,N,Y,2020-09-13T14:45:40-04:00,3,4%
2020-09-13 14:46:10.417551,HDG,6403,Squires Ebnd,1110,N,Y,2020-09-13T14:46:01-04:00,3,4%
2020-09-13 14:46:30.545639,HDG,6403,Squires Ebnd,1110,N,Y,2020-09-13T14:46:25-04:00,3,4%
2020-09-13 14:46:50.665264,HDG,6403,Squires Ebnd,1110,N,Y,2020-09-13T14:46:36-04:00,3,4%
2020-09-13 14:47:10.779789,HDG,6403,Squires Ebnd,1110,N,Y,2020-09-13T14:47:02-04:00,3,4%
2020-09-13 14:47:30.902799,HDG,6403,Main/Roanoke Sbnd,1600,N,N,2020-09-13T14:47:26-04:00,2,3%
2020-09-13 14:47:51.023070,HDG,6403,Roanoke/Church Ebnd,1500,N,N,2020-09-13T14:47:45-04:00,2,3%
2020-09-13 14:48:11.147305,HDG,6403,Roanoke/Wharton Ebnd,1501,N,N,2020-09-13T14:48:04-04:00,2,3%
