time,routeName,bus ID,LastStopName,stopCode,IsBusAtStop,IsTimePoint,latestEventTime,number of passengers remaining,percent of capacity
2020-09-13 13:44:47.915304,MSN,1923,Squires Wbnd,1113,N,Y,2020-09-13T13:44:44-04:00,64,80%
2020-09-13 13:45:08.037541,MSN,1923,Squires Wbnd,1113,N,Y,2020-09-13T13:45:04-04:00,64,80%
2020-09-13 13:45:28.158877,MSN,1923,Squires Wbnd,1113,N,Y,2020-09-13T13:45:13-04:00,64,80%
2020-09-13 13:45:48.261924,MSN,1923,Squires Wbnd,1113,N,Y,2020-09-13T13:45:41-04:00,64,80%
2020-09-13 13:46:08.386063,MSN,1923,Squires Ebnd,1110,N,N,2020-09-13T13:46:05-04:00,66,82%
2020-09-13 13:46:28.511800,MSN,1923,Squires Ebnd,1110,N,N,2020-09-13T13:46:15-04:00,66,82%
2020-09-13 13:46:48.615961,MSN,1923,Alumni Mall Ebnd,1111,N,N,2020-09-13T13:46:45-04:00,66,82%
2020-09-13 13:47:08.760700,MSN,1923,Alumni Mall Ebnd,1111,N,N,2020-09-13T13:46:56-04:00,66,82%
2020-09-13 13:47:28.880646,MSN,1923,Alumni Mall Ebnd,1111,N,N,2020-09-13T13:47:21-04:00,66,82%
2020-09-13 13:47:49.007849,MSN,1923,Main/Turner Nbnd,1431,N,N,2020-09-13T13:47:45-04:00,66,82%
2020-09-13 13:48:09.123238,MSN,1923,Main/Turner Nbnd,1431,N,N,2020-09-13T13:47:58-04:00,66,82%
2020-09-13 13:48:29.227780,MSN,1923,Main/Montgomery Nbnd,1400,N,N,2020-09-13T13:48:24-04:00,66,82%
2020-09-13 13:48:49.362917,MSN,1923,Main/Lucas Nbnd S,1401,N,N,2020-09-13T13:48:38-04:00,66,82%
2020-09-13 13:49:09.484829,MSN,1923,Lucas/Main Ebnd,1402,N,N,2020-09-13T13:48:58-04:00,66,82%
2020-09-13 13:49:29.632848,MSN,1923,Lucas/Giles Ebnd,1403,N,N,2020-09-13T13:49:19-04:00,66,82%
2020-09-13 13:49:49.754366,MSN,1923,Lucas/Giles Ebnd,1403,N,N,2020-09-13T13:49:40-04:00,66,82%
2020-09-13 13:50:09.866795,MSN,1923,Giles/Northview Nbnd,1404,N,N,2020-09-13T13:49:55-04:00,66,82%
2020-09-13 13:50:29.969361,MSN,1923,Giles/Heights Nbnd,1405,N,N,2020-09-13T13:50:27-04:00,66,82%
2020-09-13 13:50:50.085643,MSN,1923,Giles/Heights Nbnd,1405,N,N,2020-09-13T13:50:45-04:00,66,82%
2020-09-13 13:51:10.207976,MSN,1923,Giles/Heights Nbnd,1405,N,N,2020-09-13T13:51:04-04:00,66,82%
2020-09-13 13:51:30.376926,MSN,1923,Giles/Heights Nbnd,1405,N,N,2020-09-13T13:51:28-04:00,66,82%
2020-09-13 13:51:50.469726,MSN,1923,Patrick Henry/Giles Wbnd,1407,N,N,2020-09-13T13:51:45-04:00,66,82%
2020-09-13 13:52:10.585749,MSN,1923,Patrick Henry/Giles Wbnd,1407,N,N,2020-09-13T13:51:58-04:00,66,82%
2020-09-13 13:52:30.727434,MSN,1923,Patrick Henry/Giles Wbnd,1407,N,N,2020-09-13T13:52:26-04:00,66,82%
2020-09-13 13:52:50.860217,MSN,1923,Patrick Henry/Giles Wbnd,1407,N,N,2020-09-13T13:52:26-04:00,66,82%
2020-09-13 13:53:10.988498,MSN,1923,Patrick Henry/Main Wbnd,1408,N,N,2020-09-13T13:53:05-04:00,66,82%
2020-09-13 13:53:31.106712,MSN,1923,Patrick Henry/Main Wbnd,1408,N,N,2020-09-13T13:53:25-04:00,66,82%
2020-09-13 13:53:51.222966,MSN,1923,Patrick Henry/Main Wbnd,1408,N,N,2020-09-13T13:53:42-04:00,66,82%
2020-09-13 13:54:11.333379,MSN,1923,1500 North Main Nbnd,1409,N,N,2020-09-13T13:54:08-04:00,66,82%
2020-09-13 13:54:31.478546,MSN,1923,Main/Giles Nbnd,1410,N,N,2020-09-13T13:54:27-04:00,66,82%
2020-09-13 13:54:51.589801,MSN,1923,Main/Giles Nbnd,1410,N,N,2020-09-13T13:54:37-04:00,66,82%
2020-09-13 13:55:11.706688,MSN,1923,Main/Giles Nbnd,1410,N,N,2020-09-13T13:55:02-04:00,66,82%
2020-09-13 13:55:31.817590,MSN,1923,Main/Giles Nbnd,1410,N,N,2020-09-13T13:55:02-04:00,66,82%
2020-09-13 13:55:51.943783,MSN,1923,Main/Giles Nbnd,1410,N,N,2020-09-13T13:55:35-04:00,66,82%
2020-09-13 13:56:12.057037,MSN,1923,Main/Giles Nbnd,1410,N,N,2020-09-13T13:56:02-04:00,66,82%
2020-09-13 13:56:32.166488,MSN,1923,Main/Giles Nbnd,1410,N,N,2020-09-13T13:56:02-04:00,66,82%
2020-09-13 13:56:52.285368,MSN,1923,Main/Giles Nbnd,1410,N,N,2020-09-13T13:56:37-04:00,66,82%
2020-09-13 13:57:12.394011,MSN,1923,Main/Giles Nbnd,1410,N,N,2020-09-13T13:57:02-04:00,66,82%
2020-09-13 13:57:32.509838,MSN,1923,Main/Giles Nbnd,1410,N,N,2020-09-13T13:57:02-04:00,66,82%
2020-09-13 13:57:52.677301,MSN,1923,Main/Giles Nbnd,1410,N,N,2020-09-13T13:57:40-04:00,66,82%
2020-09-13 13:58:12.830461,MSN,1923,Main/Giles Nbnd,1410,N,N,2020-09-13T13:58:02-04:00,66,82%
2020-09-13 13:58:32.961824,MSN,1923,Main/Giles Nbnd,1410,N,N,2020-09-13T13:58:02-04:00,66,82%
2020-09-13 13:58:53.071531,MSN,1923,Main/Giles Nbnd,1410,N,N,2020-09-13T13:58:42-04:00,66,82%
2020-09-13 13:59:13.184446,MSN,1923,Main/Giles Nbnd,1410,N,N,2020-09-13T13:59:02-04:00,66,82%
2020-09-13 13:59:33.293893,MSN,1923,Main/Giles Nbnd,1410,N,N,2020-09-13T13:59:32-04:00,66,82%
2020-09-13 13:59:53.406228,MSN,1923,Main/Giles Nbnd,1410,N,N,2020-09-13T13:59:43-04:00,66,82%
2020-09-13 14:00:13.522691,MSN,1923,Main/Giles Nbnd,1410,N,N,2020-09-13T14:00:07-04:00,66,82%
2020-09-13 14:00:33.641515,MSN,1923,Main/Red Maple Nbnd,1411,N,Y,2020-09-13T14:00:22-04:00,66,82%
2020-09-13 14:00:53.764849,MSN,1923,Main/Red Maple Nbnd,1411,N,Y,2020-09-13T14:00:43-04:00,66,82%
2020-09-13 14:01:13.899598,MSN,1923,Givens/Main Wbnd,1412,N,N,2020-09-13T14:00:59-04:00,66,82%
2020-09-13 14:01:34.015413,MSN,1923,Givens/Main Wbnd,1412,N,N,2020-09-13T14:01:29-04:00,66,82%
2020-09-13 14:01:54.138469,MSN,1923,Givens/Main Wbnd,1412,N,N,2020-09-13T14:01:50-04:00,66,82%
2020-09-13 14:02:14.254220,MSN,1923,Whipple/Givens Wbnd,1413,N,N,2020-09-13T14:02:07-04:00,69,86%
2020-09-13 14:02:34.373040,MSN,1923,Whipple/Courtney Sbnd,1428,N,N,2020-09-13T14:02:24-04:00,69,86%
2020-09-13 14:02:54.503170,MSN,1923,Whipple/Main Sbnd,1435,N,N,2020-09-13T14:02:51-04:00,69,86%
